featcode,rowindex,type,featconst,name,description,icon,mincharlevel,minattackbonus,minstr,mindex,minint,minwis,minspelllvl,prereqfeat1,prereqfeat2,gainmultiple,effectsstack,allclassescanuse,category,maxcr,spellid,successor,crvalue,usesperday,masterfeat,targetself,orreqfeat0,orreqfeat1,orreqfeat2,orreqfeat3,orreqfeat4,reqskill,toolscategories,hostilefeat,,scd_list,sol_list,sct_list,tec_list,drx_list,drc_list,jcn_list,jgd_list,jsn_list,sas_list,sld_list,sma_list,jwa_list,jma_list,jwm_list,,jcn_pc_granted,jgd_pc_granted,jsn_pc_granted,scd_granted,sol_granted,sct_granted,tec_granted,drx_granted,drc_granted,jcn_granted,jgd_granted,jsn_granted,sas_granted,sld_granted,sma_granted,jwa_granted,jma_granted,jwm_granted,,handmaiden,baodur,hanharr,hk47,g0t0,atton,kreia,exclusion,usetype,pips
MASTER_CAUTION,118,change,FEAT_CAUTIOUS_3,41993,42000,if_cautious03,8,****,****,****,****,****,****,7,117,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
GEAR_HEAD_ADEPT,119,change,FEAT_GEAR_HEAD_2,42001,42003,if_gearhead02,4,****,****,****,****,****,****,12,****,0,0,1,****,****,****,120,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
GEAR_HEAD_MASTER,120,change,FEAT_GEAR_HEAD_3,42002,42004,if_gearhead03,8,****,****,****,****,****,****,12,119,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_EMPATHY_1,121,change,FEAT_EMPATHY_1,Character Ability - Empathy,41997,if_empathy01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOX_EMPATHY_2,****,****,****,****,****,****,****,****,****,****,6,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_EMPATHY_2,122,change,FEAT_EMPATHY_2,Character Ability - Improved Empathy,41998,if_empathy02,****,****,****,****,****,****,****,BOX_EMPATHY_1,****,0,0,1,****,****,****,BOX_EMPATHY_3,****,****,****,****,****,****,****,****,****,****,6,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
IMPROVED_TOUGHNESS,123,change,FEAT_IMPROVED_TOUGHNESS,41986,41989,if_toughn02,4,****,****,****,****,****,****,84,****,0,0,1,****,****,****,124,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTER_TOUGHNESS,124,change,FEAT_MASTER_TOUGHNESS,41987,41992,if_toughn03,8,****,****,****,****,****,****,84,123,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
EVASION,125,change,FEAT_EVASION,48059,48060,if_evasion,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,3,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
TARGETING_1,126,change,FEAT_TARGETING_1,48061,48072,if_target01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,127,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
TARGETING_2,127,change,FEAT_TARGETING_2,48062,48073,if_target02,****,****,****,****,****,****,****,126,****,0,0,0,****,****,****,128,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
TARGETING_3,128,change,FEAT_TARGETING_3,48063,48074,if_target03,****,****,****,****,****,****,****,126,127,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
TARGETING_4,129,change,FEAT_TARGETING_4,48064,48075,if_target04,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,130,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
TARGETING_5,130,change,FEAT_TARGETING_5,48065,48076,if_target05,****,****,****,****,****,****,****,129,****,0,0,0,****,****,****,131,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
TARGETING_6,131,change,FEAT_TARGETING_6,48066,48077,if_target06,****,****,****,****,****,****,****,129,130,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
TARGETING_7,132,change,FEAT_TARGETING_7,48067,48078,if_target07,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,133,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
TARGETING_8,133,change,FEAT_TARGETING_8,48068,48079,if_target08,****,****,****,****,****,****,****,132,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
XXXX_TARGETING_9,134,change,FEAT_TARGETING_9,48069,48080,if_target09,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXX_TARGETING_10,135,change,FEAT_TARGETING_10,48070,48081,if_target10,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXPRECISE_SHOT_I,136,skip,FEAT_PRECISE_SHOT,48082,48085,if_preshot01,4,****,****,****,****,****,****,****,****,0,0,1,****,****,****,137,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXPRECISE_SHOT_II,137,skip,FEAT_IMPROVED_PRECISE_SHOT,48083,48086,if_preshot02,8,****,****,****,****,****,****,136,****,0,0,1,****,****,****,138,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXPRECISE_SHOT_III,138,skip,FEAT_MASTER_PRECISE_SHOT,48084,48087,if_preshot03,12,****,****,****,****,****,****,136,137,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_CLOSE_COMBAT,139,change,FEAT_CLOSE_COMBAT,Combat Ability - Close Combat,48092,if_ccombat01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,140,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
IMPROVED_CLOSE_COMBAT,140,change,FEAT_IMPROVED_CLOSE_COMBAT,48091,48093,if_ccombat02,7,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXIMPROVED_FORCE_CAMOUFLAGE,141,skip,FEAT_IMPROVED_FORCE_CAMOUFLAGE,48095,48097,if_frccamo02,****,****,****,****,****,****,****,97,****,0,0,0,****,****,****,142,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
XXXMASTER_FORCE_CAMOUFLAGE,142,skip,FEAT_MASTER_FORCE_CAMOUFLAGE,48096,48098,if_frccamo03,****,****,****,****,****,****,****,97,141,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_FORCE_MASTERY,143,change,FEAT_FORCE_MASTERY,48099,48100,if_regenfp,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXX_CRUSH_OPPOSITION_I,144,skip,FEAT_CRUSH_OPPOSITION_I,48101,48106,if_crushop01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,145,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_CRUSH_OPPOSITION_II,145,skip,FEAT_CRUSH_OPPOSITION_II,48102,48107,if_crushop02,****,****,****,****,****,****,****,144,****,0,0,0,****,****,****,146,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_CRUSH_OPPOSITION_III,146,skip,FEAT_CRUSH_OPPOSITION_III,48103,48108,if_crushop03,****,****,****,****,****,****,****,144,145,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_CRUSH_OPPOSITION_IV,147,skip,FEAT_CRUSH_OPPOSITION_IV,48104,48109,if_crushop04,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,148,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_CRUSH_OPPOSITION_V,148,skip,FEAT_CRUSH_OPPOSITION_V,48105,48110,if_crushop05,****,****,****,****,****,****,****,147,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
DARK_SIDE_CORRUPTION,149,change,FEAT_DARK_SIDE_CORRUPTION,48111,48112,if_dscorrupt,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_IGNORE_PAIN_1,150,change,FEAT_IGNORE_PAIN_1,Sith Ability - Ignore Pain I,48116,if_ignrpain01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,151,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_IGNORE_PAIN_2,151,change,FEAT_IGNORE_PAIN_2,Sith Ability - Ignore Pain II,48117,if_ignrpain02,****,****,****,****,****,****,****,150,****,0,0,0,****,****,****,152,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_IGNORE_PAIN_3,152,change,FEAT_IGNORE_PAIN_3,Sith Ability - Ignore Pain III,48118,if_ignrpain03,****,****,****,****,****,****,****,150,151,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
INCREASE_COMBAT_DAMAGE_I,153,change,FEAT_INCREASE_COMBAT_DAMAGE_I,48119,48122,if_incdmg01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,154,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
INCREASE_COMBAT_DAMAGE_II,154,change,FEAT_INCREASE_COMBAT_DAMAGE_II,48120,48123,if_incdmg02,****,****,****,****,****,****,****,153,****,0,0,0,****,****,****,155,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
INCREASE_COMBAT_DAMAGE_III,155,change,FEAT_INCREASE_COMBAT_DAMAGE_III,48121,48124,if_incdmg03,****,****,****,****,****,****,****,153,154,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SUPER_WEAPON_FOCUS_LIGHTSABER_I,156,skip,FEAT_SUPER_WEAPON_FOCUS_LIGHTSABER_I,48125,48128,if_sfoclsab01,****,****,****,****,****,****,****,****,50,0,0,0,****,****,****,157,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SUPER_WEAPON_FOCUS_LIGHTSABER_II,157,skip,FEAT_SUPER_WEAPON_FOCUS_LIGHTSABER_II,48126,48129,if_sfoclsab02,****,****,****,****,****,****,****,156,****,0,0,0,****,****,****,158,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SUPER_WEAPON_FOCUS_LIGHTSABER_III,158,skip,FEAT_SUPER_WEAPON_FOCUS_LIGHTSABER_III,48127,48130,if_sfoclsab03,****,****,****,****,****,****,****,156,157,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SUPER_WEAPON_FOCUS_2_WEAPON_I,159,change,FEAT_SUPER_WEAPON_FOCUS_2_WEAPON_I,48131,48134,if_sfoc2wep01,****,****,****,****,****,****,****,****,85,0,0,0,****,****,****,160,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SUPER_WEAPON_FOCUS_2_WEAPON_II,160,change,FEAT_SUPER_WEAPON_FOCUS_2_WEAPON_II,48132,48135,if_sfoc2wep02,****,****,****,****,****,****,****,159,****,0,0,0,****,****,****,161,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SUPER_WEAPON_FOCUS_2_WEAPON_III,161,change,FEAT_SUPER_WEAPON_FOCUS_2_WEAPON_III,48133,48136,if_sfoc2wep03,****,****,****,****,****,****,****,159,160,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_INSPIRE_FOLLOWERS_I,162,skip,FEAT_INSPIRE_FOLLOWERS_I,48137,48142,if_inspfol01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,163,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_INSPIRE_FOLLOWERS_II,163,skip,FEAT_INSPIRE_FOLLOWERS_II,48138,48143,if_inspfol02,****,****,****,****,****,****,****,162,****,0,0,0,****,****,****,164,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_INSPIRE_FOLLOWERS_III,164,skip,FEAT_INSPIRE_FOLLOWERS_III,48139,48144,if_inspfol03,****,****,****,****,****,****,****,162,163,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_INSPIRE_FOLLOWERS_IV,165,skip,FEAT_INSPIRE_FOLLOWERS_IV,48140,48145,if_inspfol04,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,166,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_INSPIRE_FOLLOWERS_V,166,skip,FEAT_INSPIRE_FOLLOWERS_V,48141,48146,if_inspfol05,****,****,****,****,****,****,****,165,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
LIGHT_SIDE_ENLIGHTENMENT,167,change,FEAT_LIGHT_SIDE_ENLIGHTENMENT,48147,48148,if_lsenlight,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DEFLECT_MASTERY,168,change,FEAT_DEFLECT_MASTERY,Jedi Ability - Deflect,48150,if_deflect,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_TOUGHNESS_1,169,change,FEAT_TOUGHNESS_1,Combat Ability - Toughness,48154,if_toughn01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,170,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_TOUGHNESS_2,170,change,FEAT_TOUGHNESS_2,Combat Ability - Improved Toughness,48155,if_toughn02,3,****,****,****,****,****,****,169,****,0,0,0,****,****,****,171,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_TOUGHNESS_3,171,change,FEAT_TOUGHNESS_3,Combat Ability - Expert Toughness,48156,if_toughn03,7,****,****,****,****,****,****,169,170,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
INCREASE_MELEE_DAMAGE_I,172,skip,FEAT_INCREASE_MELEE_DAMAGE_I,48157,48160,if_incmldmg01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,173,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
INCREASE_MELEE_DAMAGE_II,173,skip,FEAT_INCREASE_MELEE_DAMAGE_II,48158,48161,if_incmldmg02,****,****,****,****,****,****,****,172,****,0,0,0,****,****,****,174,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
INCREASE_MELEE_DAMAGE_III,174,skip,FEAT_INCREASE_MELEE_DAMAGE_III,48159,48162,if_incmldmg03,****,****,****,****,****,****,****,172,173,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DARK_SIDE_MASTERY,175,change,FEAT_DARK_SIDE_MASTERY,Sith Ability - Dark Side Mastery,48164,****,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,,0,0,0,0,0,0,0,0x00,****,1
X,176,skip,X,x,48168,****,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTERCRAFT_WEAPONS_II,177,skip,FEAT_MASTERCRAFT_WEAPONS_II,48166,48169,if_mcraftwp02,****,****,****,****,****,****,****,176,****,0,0,0,****,****,****,178,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
